"col1","col2","col3","col4","col5"
-0.265087237346725,-0.297540452895457,-1.62686868670653,0.634628229656926,-0.143093340859569
-0.443431661148259,0.323765492394407,1.96598778466702,0.0408701898793995,1.30616678903098
-0.482158147500272,0.137003684865432,-1.76266470932839,0.690790084778862,0.378426985156333
-0.789720191221986,-0.743181284734644,-0.970999279526525,-1.31767504046075,0.0613469950238257
0.0701688609226687,2.38405498309898,-1.50376806873732,1.46427383215077,0.832406164429006
0.0759029094356318,2.01828874270747,-2.13771200209318,-0.954488177010393,-0.510289263131119
0.343791329219149,-0.739369649189464,-0.862708078307061,0.772251156883204,-0.463872222317033
0.621751735424852,0.770810008944739,0.413370005039959,-0.511538359482429,-0.205023199569011
0.292027530537203,0.463846555900458,0.521807493410065,-0.988088114161836,0.959655036777971
1.72702229226158,0.590275600829753,0.628476716889971,0.918553046711627,0.0894625853003046
